easting,northing,abundance
578000.1,127403.4,0.01
578598.3,126794.5,0.01
578101.7,140694.5,0.2
577703.7,128994.6,0.2
578594,125100.5,0.2
570696.1,117995.1,0.01
578097.3,126797.3,0.2
572299.3,120103,0.01
573103.4,118598.5,0.2
580700,126300,0.2
580477.5,143595.9,0.2
564497.7,145390,0.2
568401.1,137500.5,0.2
564594,147102.9,0.2
564297.7,142001.5,0.01
565777,140310.9,0.01
568001.2,137391.3,0.2
579600,125798.4,0.2
579000,125099.2,15
577599.3,125597.3,0.2
571084.2,137391.7,0.2
578503.8,144203.7,0.2
580203,142698.8,0.2
571003.2,130794.3,0.2
577301.6,122003.7,0.01
579599.8,127302.9,0.2
577500,126700,0.01
577197.4,151400.4,0.2
569751,137849.8,0.2
576497,123186,0.2
577761.1,138756.1,0.2
574725,121175.5,0.2
579550,152800,0.01
568331,137532,0.2
567397,135231,0.01
581525,145327,0.2
573339,121070,0.2
565100,142293,3
564479,142336,0.01
576053.4,136301.8,0.2
571002.1,117025.8,0.01
577489,136515.8,0.01
579224.9,126601.5,0.01
578352.6,125122.8,3
